회차,지역,선거구명,기호,정당명,성명,한자,성별,생년월일,(연령),직업,학력,경력,경력2,year,age1,seoul,yeonsei,korea,sky,undergra,master,phd,law,politic,corp,govern,election,지지율,_merge,edu1,rating_1
1,강원,태백시,4,무소속,김정남,金正男,남,1944,51,상업,태백기계공고,태백시의회의원,NA,1995,51,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,고성군,6,무소속,황종국,黃鐘國,남,1937,58,상업,동광중졸,고성군의회의원,NA,1995,58,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,정선군,3,무소속,이용운,李龍雲,남,1941,54,무,정선종고졸,사북읍장,NA,1995,54,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,철원군,4,무소속,이근회,李根澮,남,1940,55,농업,경희대학교졸,철원군번영회장,미수복군민회장,1995,55,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,속초시,4,무소속,김충호,김충호,남,1938,57,약사,경희대졸,라이온스지구총재,속초시약사회장,1995,57,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,고성군,5,무소속,황갑용,黃甲龍,남,1933,61,농업,거진중졸,거진읍장,NA,1995,62,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,영월군,3,무소속,김태수,金泰洙,남,1934,60,무,강원대졸,홍천부군수,영월부군수,1995,61,0,0,0,0,1,0,0,0,0,0,0,1,8.563218117,master only (1),1,8.563218117
1,강원,영월군,4,무소속,엄정갑,嚴廷甲,남,1935,60,상업,홍익대졸,영월군번영회장,군재향군인회장,1995,60,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,강릉시,5,무소속,김명기,金鳴起,남,1937,58,무,동국대중퇴,강원도의회의원,NA,1995,58,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,횡성군,2,무소속,조태진,趙泰鎭,남,1937,57,농업,횡성고졸,횡성읍장,NA,1995,58,0,0,0,0,0,0,0,0,0,0,0,1,8.563218117,master only (1),0,8.563218117
1,강원,원주시,6,무소속,김호길,金鎬吉,남,1938,56,무,성균관대졸,대성고교교사,반강고전연구소장,1995,57,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,인제군,2,무소속,이승호,李升浩,남,1940,55,무,서울사범문리대,인제군번영회장,인제군재향군인회장,1995,55,0,0,0,0,0,0,0,0,0,0,0,1,8.563218117,master only (1),0,8.563218117
1,강원,속초시,6,무소속,백광호,백광호,남,1954,40,교육자,서울대대학원졸,속초시지집필위원,설악신문논설위원,1995,41,1,0,0,1,0,1,0,0,0,0,0,0,8.563218117,master only (1),2,8.563218117
1,강원,정선군,2,무소속,고광운,高光雲,남,1939,55,농업,독학,아태평화재단후원위원,NA,1995,56,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,태백시,5,무소속,김천수,金天洙,남,1964,30,상업,황지고,,NA,1995,31,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,춘천시,4,무소속,장만준,張萬俊,남,1957,37,상업,한양대졸,춘천사회발전연구소장,NA,1995,38,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,평창군,3,무소속,한영일,韓榮一,남,1938,57,약사,경희대졸,평창군의회의장,NA,1995,57,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,속초시,5,무소속,김효덕,김효덕,남,1957,37,회사원,동국대졸,영북신문사사장,속초YMCA이사,1995,38,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,고성군,3,무소속,김성진,金聲振,남,1958,36,수련원원장,상지대졸,상재대총학생회장,NA,1995,37,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,원주시,7,무소속,나창희,羅昌熙,남,1956,39,무,숭실대졸,원주시의원,NA,1995,39,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,동해시,6,무소속,전억찬,全億燦,남,1949,45,정치인,묵호고졸,강원도의회의원,동해공고이사장,1995,46,0,0,0,0,0,0,0,0,1,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,동해시,3,무소속,권영수,權寧壽,남,1945,50,회사원,삼척산업대재,북평라이온스회장,하나건설(주)대표,1995,50,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,동해시,5,무소속,민철기,閔哲基,남,1936,59,수산업,성균관대졸,도정자문위원,동해시정자문위원,1995,59,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,강릉시,6,무소속,조서환,曺瑞煥,남,1932,63,무,영남대4년수료,시재향군인회장,영동문제연구소이사장,1995,63,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,홍천군,3,무소속,전흥식,全興植,남,1934,60,무,강원대대학원수료,동면장,홍천읍장,1995,61,0,0,0,0,0,1,0,0,0,0,0,0,8.563218117,master only (1),2,8.563218117
1,강원,원주시,4,무소속,강태연,姜泰淵,남,1933,61,무,건국대졸,원주군수,정선군수,1995,62,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,강릉시,4,무소속,김남수,金南洙,남,1939,55,무,건국대졸,민정당사무국장,강릉의보대표이사,1995,56,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,평창군,2,무소속,김용욱,金容郁,남,1936,58,축협조합장,강릉사범중졸,축협조합장,NA,1995,59,0,0,0,0,0,0,0,0,0,0,0,1,8.563218117,master only (1),0,8.563218117
1,강원,화천군,4,무소속,홍은표,洪銀杓,남,1938,57,농업,화천실고졸,상서면장,사내면장,1995,57,0,0,0,0,0,0,0,0,0,0,0,1,8.563218117,master only (1),0,8.563218117
1,강원,화천군,2,무소속,김근배,金根培,남,1947,47,농업,국민대2년수료,화천군의료보험대표이사,NA,1995,48,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,태백시,7,무소속,손석암,孫石岩,남,1946,49,무,태백기계공고,문인협회태백시부지부장,석공노조위원장,1995,49,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,철원군,3,무소속,박성만,朴聖滿,남,1930,65,무,평양사범대졸,김화읍장,민평통자문위원,1995,65,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,동해시,7,무소속,홍순성,洪淳晟,남,1926,68,상업,단국대졸,원주부시장,NA,1995,69,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,원주시,8,무소속,박순조,朴淳鳥,남,1946,49,무,건국대대학원졸,강원일보편집국장대우,NA,1995,49,0,0,0,0,0,1,0,0,0,0,0,0,8.563218117,master only (1),2,8.563218117
1,강원,원주시,10,무소속,함영구,咸泳九,남,1952,43,무,한양대졸,원주JC회장,강원도의회의원,1995,43,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,동해시,4,무소속,김형민,金炯敏,남,1935,60,무직,북평고졸,동해부시장,태백부시장,1995,60,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,화천군,3,무소속,이형용,李亨龍,남,1938,56,한의사,경희대졸,태생한의원원장,NA,1995,57,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,태백시,6,무소속,박유순,朴有淳,남,1934,61,무,성균관대,태백경찰서보안과장,NA,1995,61,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,삼척시,4,무소속,신현선,辛賢善,남,1947,47,봉황새마을금고이사장,서울대졸,안기부태백소장,삼척고동문회장,1995,48,1,0,0,1,1,0,0,0,0,1,0,0,8.563218117,master only (1),1,8.563218117
1,강원,고성군,4,무소속,이태영,李泰榮,남,1962,33,회사원,강원대졸,강원대총학생회부회장,NA,1995,33,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,양양군,4,무소속,오인택,吳仁澤,남,1934,60,무,양양고퇴,행정공무원,NA,1995,61,0,0,0,0,0,0,0,0,0,0,0,1,8.563218117,master only (1),0,8.563218117
1,강원,양양군,3,무소속,손용만,孫容滿,남,1953,42,회사원,강원대졸,낙산사관리소장,삼농축산대표,1995,42,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,춘천시,6,무소속,한봉수,韓鳳洙,남,1954,40,종로학원장,경희대대학원졸,춘맥회회장,종로학원원장,1995,41,0,0,0,0,0,1,0,0,0,0,0,0,8.563218117,master only (1),2,8.563218117
1,강원,강릉시,7,무소속,최중규,崔中圭,남,1935,59,무,강원대졸,강릉시부시장,명주군수,1995,60,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,삼척시,1,무소속,김일동,金日東,남,1938,56,상업,중앙대퇴,13대국회의원,민자당지구당위원장,1995,57,0,0,0,0,0,0,0,0,0,0,0,1,8.563218117,master only (1),0,8.563218117
1,강원,원주시,11,무소속,함영태,咸永泰,남,1947,47,무,연세대졸,원주발전연구회장,NA,1995,48,0,1,0,1,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,삼척시,3,무소속,백점화,白漸和,남,1936,59,상업,북평고퇴,도계읍번영회장,삼척시의회의원,1995,59,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,삼척시,2,무소속,김종성,金鍾星,남,1936,58,무,건국대졸,근덕면장,도계읍장,1995,59,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,속초시,3,무소속,김용현,김용현,남,1944,50,회사원,연세대졸,속초중동문회장,연우컴퓨터대표,1995,51,0,1,0,1,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,태백시,8,무소속,정명진,鄭明璡,남,1940,55,농업,경희대,상장동장,연화동장,1995,55,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,정선군,4,무소속,최준규,崔準圭,남,1938,57,무,강원대퇴,강원대교무과장,NA,1995,57,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,춘천시,5,무소속,최신근,崔信根,남,1952,42,축산업,강원대졸,평통자문위원,춘천시의회의원,1995,43,0,0,0,0,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,속초시,7,무소속,전상기,전상기,남,1937,58,농업,속초고졸,시행정동우회장,강원도의회의원,1995,58,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,원주시,5,무소속,김창경,金昌卿,남,1939,56,무,건국대퇴,원주경찰서조사계장,NA,1995,56,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,원주시,9,무소속,원제윤,元濟潤,남,1933,61,무,고려대졸,원주시번영회장,NA,1995,62,0,0,1,1,1,0,0,0,0,0,0,0,8.563218117,master only (1),1,8.563218117
1,강원,태백시,3,무소속,권용진,權容震,남,1958,37,무,삼척산업대재,시행정동우회장,태백중고동문회부회장,1995,37,0,0,0,0,0,0,0,0,0,0,0,0,8.563218117,master only (1),0,8.563218117
1,강원,양구군,1,민자당,임경순,任璟淳,남,1939,55,무,강원대대학원졸,양구군수,강원도내무국장,1995,56,0,0,0,0,0,1,0,0,0,0,0,1,37,matched (3),2,8.563218117
1,강원,속초시,1,민자당,이관희,이관희,남,1935,59,약사,성균관대졸,민정당사무국장,도의회의원,1995,60,0,0,0,0,1,0,0,0,0,0,0,0,37,matched (3),1,8.563218117
1,강원,영월군,1,민자당,박완영,朴玩永,남,1940,55,무,주천농고졸,화천군수,영월군수,1995,55,0,0,0,0,0,0,0,0,0,0,0,0,37,matched (3),0,8.563218117
1,강원,춘천시,1,민자당,배계섭,裵桂燮,남,1937,58,정치인,춘천고졸업,춘천시장,강원부지사,1995,58,0,0,0,0,0,0,0,0,1,0,0,1,37,matched (3),0,8.563218117
1,강원,횡성군,1,민자당,유재규,柳在珪,남,1933,61,정당인,동국대졸,강원도지방과장,NA,1995,62,0,0,0,0,1,0,0,0,1,0,0,0,37,matched (3),1,8.563218117
1,강원,철원군,1,민자당,김호연,金鎬淵,남,1943,52,농업,신철원종합고등학교퇴,새마을군지회장,갈말농협조합장,1995,52,0,0,0,0,0,0,0,0,0,0,0,1,37,matched (3),0,8.563218117
1,강원,양양군,1,민자당,정명시,鄭溟時,남,1932,62,농업,홍익대퇴,양양군수,NA,1995,63,0,0,0,0,0,0,0,0,0,0,0,0,37,matched (3),0,8.563218117
1,강원,고성군,1,민자당,이영구,李英九,남,1944,50,수산업,고성고졸,강원도의회의원,NA,1995,51,0,0,0,0,0,0,0,0,0,0,0,1,37,matched (3),0,8.563218117
1,강원,원주시,1,민자당,김대종,金大宗,남,1939,56,무,경희대졸,원주군수,원주시장,1995,56,0,0,0,0,1,0,0,0,0,0,0,0,37,matched (3),1,8.563218117
1,강원,평창군,1,민자당,전찬수,全燦秀,남,1939,55,상업,평창농고졸,"대화면장,진부면장",NA,1995,56,0,0,0,0,0,0,0,0,0,0,0,0,37,matched (3),0,8.563218117
1,강원,태백시,1,민자당,홍순일,洪淳佾,남,1937,58,무,북평고,도의회사무처장,태백시장,1995,58,0,0,0,0,0,0,0,0,0,0,0,1,37,matched (3),0,8.563218117
1,강원,홍천군,1,민자당,이춘섭,李春燮,남,1933,61,무,강원대졸,양구부군수,홍천부군수,1995,62,0,0,0,0,1,0,0,0,0,0,0,1,37,matched (3),1,8.563218117
1,강원,인제군,1,민자당,최석규,崔錫奎,남,1937,57,무,안동농림고,인제부군수,강원도민방위국장,1995,58,0,0,0,0,0,0,0,0,0,0,0,0,37,matched (3),0,8.563218117
1,강원,강릉시,1,민자당,심기섭,沈起燮,남,1944,50,농업,성균관대졸,제13대국회의원,민자당국책자문위원,1995,51,0,0,0,0,1,0,0,0,0,0,0,1,37,matched (3),1,8.563218117
1,강원,화천군,1,민자당,길현배,吉鉉培,남,1936,58,무,춘천농과대졸,화천부군수,철원부군수,1995,59,0,0,0,0,1,0,0,0,0,0,0,0,37,matched (3),1,8.563218117
1,강원,동해시,1,민자당,김인기,金寅基,남,1938,56,무직,춘천농대졸,삼척부시장,동해부시장,1995,57,0,0,0,0,1,0,0,0,0,0,0,1,37,matched (3),1,8.563218117
1,강원,정선군,1,민자당,김원창,金源昌,남,1944,50,상업,동국대졸,정선군의회의장,NA,1995,51,0,0,0,0,1,0,0,0,0,0,0,1,37,matched (3),1,8.563218117
1,강원,태백시,2,민주당,박무봉,朴茂奉,남,1961,34,상업,상주전문대,탄전문화연구소이사장,태백농원,1995,34,0,0,0,0,0,0,0,0,0,0,0,0,11.60000038,matched (3),0,8.563218117
1,강원,양양군,2,민주당,신명섭,申明燮,남,1946,48,무,양양고졸,양양군의회의장,NA,1995,49,0,0,0,0,0,0,0,0,0,0,0,0,11.60000038,matched (3),0,8.563218117
1,강원,속초시,2,민주당,동문성,동문성,남,1937,57,상업,중앙대대학원졸,조선일보기자,시재향군인회장,1995,58,0,0,0,0,0,1,0,0,0,0,0,1,11.60000038,matched (3),2,8.563218117
1,강원,춘천시,2,민주당,박환주,朴桓周,남,1935,60,무,강원대졸,원주시장,춘천시장,1995,60,0,0,0,0,1,0,0,0,0,0,0,0,11.60000038,matched (3),1,8.563218117
1,강원,동해시,2,민주당,김형대,金炯大,남,1943,51,상업,삼척공고졸,동해시번영회장,대일냉장대표,1995,52,0,0,0,0,0,0,0,0,0,0,0,0,11.60000038,matched (3),0,8.563218117
1,강원,고성군,2,민주당,황연배,黃鍊培,남,1937,57,농업,동광농고졸,고성군농협금융과장,NA,1995,58,0,0,0,0,0,0,0,0,0,0,0,0,11.60000038,matched (3),0,8.563218117
1,강원,강릉시,2,민주당,심재종,沈在宗,남,1948,47,사업,강릉고졸,도관광협회부회장,대명콘도본부장,1995,47,0,0,0,0,0,0,0,0,0,0,0,0,11.60000038,matched (3),0,8.563218117
1,강원,철원군,2,민주당,최종문,崔鍾文,남,1949,46,상업,강원대졸,철원jc회장,민주당지구당고문,1995,46,0,0,0,0,1,0,0,0,0,0,0,0,11.60000038,matched (3),1,8.563218117
1,강원,영월군,2,민주당,박영훈,朴英勳,남,1936,58,한의사,경희대졸,서울한의원장,제천취수장반투위장,1995,59,0,0,0,0,1,0,0,0,0,0,0,0,11.60000038,matched (3),1,8.563218117
1,강원,원주시,2,민주당,한상철,韓尙澈,남,1939,56,교육자,서울대대학원졸,원주시장,상공부통상사절단조정관,1995,56,1,0,0,1,0,1,0,0,0,0,0,0,11.60000038,matched (3),2,8.563218117
1,강원,춘천시,3,자민련,김진협,金鎭協,남,1934,60,무,강원대졸,평통자문위원,외국기관노조위원장,1995,61,0,0,0,0,1,0,0,0,0,0,0,0,0,matched (3),1,8.563218117
1,강원,원주시,3,자민련,김기열,金起烈,남,1942,53,무,원주대졸,평창군수,원주군수,1995,53,0,0,0,0,1,0,0,0,0,0,0,1,0,matched (3),1,8.563218117
1,강원,홍천군,2,자민련,이규형,李奎亨,남,1937,57,무,춘천고졸,두촌면장,강원도교통행정과장,1995,58,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),0,8.563218117
1,강원,강릉시,3,자민련,최찬규,崔鑽圭,남,1933,62,상업,관동대대학원졸,강릉시의회의원,시재향군인회장,1995,62,0,0,0,0,0,1,0,0,0,0,0,0,0,matched (3),2,8.563218117
1,광주_전라,군산시,6,무소속,조부광,趙富光,남,1945,50,교육자,연세대졸,동아일보사근무,전북산업대학교강사,1995,50,0,1,0,1,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,김제시,7,무소속,조윤식,趙允植,남,1932,62,논설위원,전북대대학원수료,김제읍장,김제신문논설위원,1995,63,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,목포시,4,무소속,이선교,李宣敎,남,1940,54,교사,성균관대교육대학원졸,평통자문위원,도청유치추진위원회운영처장,1995,55,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,목포시,5,무소속,정청호,鄭淸浩,남,1946,49,무,동국대졸,목포시정책자문위원,자혜양로원이사,1995,49,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,나주시,3,무소속,송득영,宋得永,남,1934,61,정치인,고려대사학과졸,나주군수,여천군수,1995,61,0,0,1,1,1,0,0,0,1,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,김제시,5,무소속,이길동,李吉同,남,1939,55,약사,중앙대졸,김제시새마을지회장,평통김제군부위원장,1995,56,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,강진군,2,무소속,윤옥윤,尹玉潤,남,1946,49,농업,광주대경상대학원졸업,행정공무원26년,강진군의회초대의장,1995,49,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,해남군,2,무소속,김영재,金永在,남,1947,48,상업,강진도암국졸업,해남여자중학교육성회장,NA,1995,48,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,익산시,4,무소속,김복귀,金福貴,남,1938,56,출판업,전북대졸업,이.익통합추진위사무총장,익산시지역발전회사무총장,1995,57,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,순천시,5,무소속,신준식,申濬植,남,1938,56,농업,성균관대졸,한전본사근무,순천농지개량조합장,1995,57,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,김제시,3,무소속,오석균,吳錫均,남,1935,59,농업,전주대사회교육원재,민추협전북대변인,NA,1995,60,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,무주군,6,무소속,황재성,黃在性,남,1941,54,무,서울대대학원졸,행정고시합격,재무부조세정책과장,1995,54,1,0,0,1,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,여천시,7,무소속,주형근,朱亨根,남,1949,46,무,호남대경행행정대학원수료,김대중대통령후보종교.홍보국장,민주당연수위원,1995,46,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,함평군,2,무소속,김영진,金永珍,남,1937,58,상업,조선대졸,함평교통대표이사,지방행정동우회장,1995,58,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,함평군,4,무소속,홍양희,洪陽憙,남,1947,47,사업,전남대졸,농촌지도소근무,NA,1995,48,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,담양군,2,무소속,윤기섭,尹奇燮,남,1936,59,농업,전남대농대졸,담양군농촌지도소장,경제정의실천시민연합집행위원,1995,59,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,남원시,3,무소속,이형배,李炯培,남,1938,56,기업인,남원농고졸,"제11,13대국회의원",평민당남원시지구당위원장,1995,57,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,순천시,4,무소속,김동철,金東喆,남,1954,41,무,경희대졸,"금당고,강남여자고교교사",NA,1995,41,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,고창군,3,무소속,이호종,李昊鍾,남,1929,66,정치인,고려대학원졸업,고려대강사,대한체육회부회장,1995,66,0,0,1,1,0,1,0,0,1,0,0,1,14.02658176,master only (1),2,14.02658176
1,광주_전라,무안군,4,무소속,정종희,丁宗曦,남,1939,56,상업,문태고졸,임종기의원비서관9년,민주당무안군지구당부위원장,1995,56,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,영광군,3,무소속,김기순,金奇淳,남,1942,52,농협장,전남대졸업,영광농업협동조합장,영광군농촌지도자회회장,1995,53,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,곡성군,3,무소속,조형래,趙亨來,남,1949,46,농업,한양대법대졸,곡성농민회초대회장,곡성낙농육우협회회장,1995,46,0,0,0,0,1,0,0,0,0,0,0,1,14.02658176,master only (1),1,14.02658176
1,광주_전라,임실군,3,무소속,최장범,崔仗範,남,1926,69,무,이리농림고졸,"임실,고창,익산군부군수",NA,1995,69,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,전주시,5,무소속,정인영,鄭仁泳,남,1954,40,정당인,경희대졸,정애인단체고문,NA,1995,41,0,0,0,0,1,0,0,0,1,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,남구,3,무소속,강도석,姜度錫,남,1954,40,한민족통일문제연구소장,광주일고졸,6월민중항쟁투쟁위원장,NA,1995,41,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,전주시,4,무소속,정병우,鄭秉祐,남,1945,50,정치인,전주고졸,전라일보총무국장,NA,1995,50,0,0,0,0,0,0,0,0,1,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,장흥군,4,무소속,한동준,韓東俊,남,1942,52,무직,장흥고등학교졸,광주일보사사회부차장,전남도의회의원,1995,53,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,군산시,5,무소속,송서재,宋西齎,남,1955,39,변호사,동아대졸,"행시,사시합격",노동부사무관2년근무,1995,40,0,0,0,0,1,0,0,1,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,영광군,2,무소속,강명룡,姜明龍,남,1940,54,정치인,전남대졸업,영광군농업협동조합장,민주당전남도지부사무처장,1995,55,0,0,0,0,1,0,0,0,1,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,무주군,3,무소속,박재하,朴再夏,남,1931,64,사업,무주농고졸,전라북도청산업국근무,무주군농촌지도소근무,1995,64,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,보성군,3,무소속,장철호,張鐵浩,남,1938,57,사업,한양대졸,새마을전남지부회장,전남JC회장,1995,57,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,광양시,4,무소속,정채기,鄭採基,남,1948,46,회사원,연세대졸,광양시의회산업건설분과위원장,NA,1995,47,0,1,0,1,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,목포시,6,무소속,차남윤,車南輪,남,1955,39,사업,고려대졸,유달산보전회장,동양레미콘대표이사,1995,40,0,0,1,1,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,익산시,6,무소속,염석호,廉石鎬,남,1965,30,환경연구가,와세다대학원졸업,(주)ostrand연구원,NA,1995,30,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,동구,3,무소속,위인백,魏仁伯,남,1948,46,지방자치연구소장,광주대졸,5.18민중항쟁동지회회장,민주평통정책심의상임위원,1995,47,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,여천시,4,무소속,이태주,李泰柱,남,1947,47,여천새마을금고이사장,연대산업대학원산업고위자과정수,평화통일정책자문위원,여천새마을금고이사장,1995,48,0,1,0,1,0,1,0,0,0,1,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,여천시,6,무소속,주봉선,朱奉善,남,1931,63,상업,전남대행정대학원관리자과정수료,여천시삼일동장,여천시의료보험조합대표이사,1995,64,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,구례군,2,무소속,김영일,金榮一,남,1952,43,자영업,광주송원실고졸,구례군청년연합회장,구례군번영회장,1995,43,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,영암군,3,무소속,김철호,金澈鎬,남,1940,54,농업,호남대학행정대학원수료,농지개량조합장,김대중아.태재단중앙위원,1995,55,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,장흥군,3,무소속,이승일,李勝一,남,1944,51,무직,방송통신대학3년재학,장흥고등학교총동문회장(현),장흥읍장,1995,51,0,0,0,0,1,0,0,0,0,0,0,0,14.02658176,master only (1),1,14.02658176
1,광주_전라,해남군,3,무소속,민화식,閔化植,남,1939,55,사업,건국대대학원졸,해남군수,NA,1995,56,0,0,0,0,0,1,0,0,0,0,0,0,14.02658176,master only (1),2,14.02658176
1,광주_전라,목포시,3,무소속,김천옥,金千玉,남,1935,60,도정업,전남대1년수료,목포시의회의장,국제라이온스협회총재,1995,60,0,0,0,0,0,0,0,0,0,0,0,0,14.02658176,master only (1),0,14.02658176
1,광주_전라,고흥군,3,무소속,신강식,申江植,남,1942,52,고흥발전위원회장,건국대법정대졸,민주당전남도지부원내총무,전라남도의회운영위원장,1995,53,0,0,0,0,1,0,0,0,0,1,0,0,14.02658176,master only (1),1,14.02658176
